"","trans_id","prop_address","prop_city","prop_zip","prop_latitude","prop_longitude","prop_census","parcel_id","year","month","day","sale_price","trans_id.y","year_built","total_bedrooms","total_baths","age","prop_sqft"
"1",404931248,"75 Henry St","Brooklyn","10022",40.698486,-73.991883,"360470001004001",157672625,2015,"08","11",1425000,"5A173088-E847-E711-80C2-3863BB43E813",1967,2,2,48,1200
"2",402447352,"123 W 17th St","New York","10011",40.739808,-73.99648,"360610081001000",89802073,2016,"12","19",47500,"59455A05-0000-0000-8CD7-000000000000",1920,3,1,96,1067
"3",402447352,"123 W 17th St","New York","10011",40.739808,-73.99648,"360610081001000",89802073,2016,"12","19",47500,"59455A05-0000-0000-8CD7-000000000000",1920,3,1,96,141
"4",402447352,"123 W 17th St","New York","10011",40.739808,-73.99648,"360610081001000",89802073,2016,"12","19",47500,"59455A05-0000-0000-8CD7-000000000000",1920,3,1,96,298
"5",402447352,"123 W 17th St","New York","10011",40.739808,-73.99648,"360610081001000",89802073,2016,"12","19",47500,"59455A05-0000-0000-8CD7-000000000000",1920,3,1,96,768
"6",566731153,"228 Park Ave S","New York","10003",40.737553,-73.9885,"360610052001002",89786541,2022,"03","17",60000,"AD085A05-0000-0000-8CD7-000000000000",1900,3,1,122,1380
"7",566731153,"228 Park Ave S","New York","10003",40.737553,-73.9885,"360610052001002",89786541,2022,"03","17",60000,"AD085A05-0000-0000-8CD7-000000000000",1900,3,1,122,60
"8",566731153,"228 Park Ave S","New York","10003",40.737553,-73.9885,"360610052001002",89786541,2022,"03","17",60000,"AD085A05-0000-0000-8CD7-000000000000",1900,3,1,122,30
"9",566731153,"228 Park Ave S","New York","10003",40.737553,-73.9885,"360610052001002",89786541,2022,"03","17",60000,"AD085A05-0000-0000-8CD7-000000000000",1900,3,1,122,460
"10",566731153,"228 Park Ave S","New York","10003",40.737553,-73.9885,"360610052001002",89786541,2022,"03","17",60000,"AD085A05-0000-0000-8CD7-000000000000",1900,3,1,122,920
"11",404424357,"225 E 36TH ST","NEW YORK","10016",40.746643,-73.975947,"360610078002005",157616078,2008,"11","10",549000,"CE076509-0000-0000-8CDD-000000000000",1963,1,1,45,775
"12",404424366,"347 E 53RD ST","NEW YORK","10022",40.756403,-73.965929,"360610098005000",158423672,2008,"12","22",975000,"785A7109-0000-0000-8CDD-000000000000",1961,2,2,47,1300
"13",404424402,"445 E 86TH ST","NEW YORK","10028",40.776517,-73.948145,"360610144021000",157616187,2008,"12","29",419000,"3B086509-0000-0000-8CDD-000000000000",1961,1,1,47,600
"14",404424407,"245 E 54TH ST","NEW YORK","10022",40.758013,-73.967815,"360610108007002",157616120,2008,"12","22",550000,"F8076509-0000-0000-8CDD-000000000000",1977,1,1,31,850
"15",404424461,"340 E 80TH ST","NEW YORK","10075",40.773452,-73.95358,"360610138008000",157616177,2008,"11","13",1100000,"31086509-0000-0000-8CDD-000000000000",1961,2,2,47,1312
"16",404424472,"50 W 17TH ST","NEW YORK","10011",40.738475,-73.99392,"360610054001005",157616034,2008,"12","29",789500,"A2076509-0000-0000-8CDD-000000000000",1961,2,1,47,875
"17",404424477,"205 E 63RD ST","NEW YORK","10065",40.764069,-73.964407,"360610110001000",157616148,2008,"12","23",412500,"14086509-0000-0000-8CDD-000000000000",1963,1,1,45,900
"18",404424483,"137 E 36TH ST","NEW YORK","10016",40.747726,-73.978509,"360610080004001",157616072,2008,"12","16",802000,"C8076509-0000-0000-8CDD-000000000000",1966,1,1.5,42,950
"19",404424496,"302 E 88TH ST","NEW YORK","10128",40.778974,-73.950676,"360610146025000",157616183,2008,"12","18",670000,"37086509-0000-0000-8CDD-000000000000",1957,1,1,51,950
"20",404424558,"1280 3RD AVE","NEW YORK","10021",40.770845,-73.960012,"360610128005000",157616145,2008,"12","23",1213073,"11086509-0000-0000-8CDD-000000000000",1966,2,2,42,1350
"21",404424582,"790 RIVERSIDE DR","NEW YORK","10032",40.8345,-73.9473,"360610241002",157735429,2008,"12","31",370000,"05DA6609-0000-0000-8CDD-000000000000",1910,1,1,98,900
"22",404424594,"135 WATTS ST","NEW YORK","10013",40.723987,-74.009782,"360610039001008",157616021,2008,"12","04",2275000,"95076509-0000-0000-8CDD-000000000000",1915,2,2.5,93,2700
"23",404424595,"931 LEXINGTON AVE","NEW YORK","10065",40.768085,-73.963703,"360610120004005",157616143,2008,"11","26",1675033,"0F086509-0000-0000-8CDD-000000000000",1959,2,2,49,1756
"24",404424610,"309 E 87TH ST","NEW YORK","10128",40.778526,-73.95081,"360610146025000",157616182,2009,"01","06",607000,"36086509-0000-0000-8CDD-000000000000",1959,1,1,50,800
"25",404424652,"264 RIVERSIDE DR","NEW YORK","10025",40.797495,-73.973375,"360610187002001",157616201,2009,"01","06",6e+05,"49086509-0000-0000-8CDD-000000000000",1912,1,1,97,800
"26",404424658,"120 BENNETT AVE","NEW YORK","10033",40.854095,-73.935021,"360610271005000",157616220,2006,"05","23",345000,"5C086509-0000-0000-8CDD-000000000000",1939,1,1,67,805
"27",404424688,"305 E 40TH ST","NEW YORK","10016",40.74858,-73.972864,"360610088003000",157616121,2008,"12","29",810000,"F9076509-0000-0000-8CDD-000000000000",1963,2,1,45,1050
"28",404424693,"130 W 16TH ST","NEW YORK","10011",40.738954,-73.996883,"360610081003000",157616054,2008,"12","11",978913,"B6076509-0000-0000-8CDD-000000000000",1927,2,1,81,850
"29",404424695,"228 E 13TH ST","NEW YORK","10003",40.732188,-73.987066,"360610040001001",157616031,2008,"12","30",295000,"9F076509-0000-0000-8CDD-000000000000",1900,1,1,108,460
"30",404424721,"1025 5TH AVE","NEW YORK","10028",40.779889,-73.961409,"360610142006000",158423679,2008,"12","23",1995000,"7F5A7109-0000-0000-8CDD-000000000000",1955,2,2,53,1525
"31",404424722,"210 RIVERSIDE DR","NEW YORK","10025",40.794169,-73.976124,"360610179001000",157616116,2008,"12","30",690000,"F4076509-0000-0000-8CDD-000000000000",1910,1,1,98,700
"32",404424738,"200 E 24TH ST","NEW YORK","10010",40.73931,-73.982589,"360610064001000",157616076,2009,"01","06",520000,"CC076509-0000-0000-8CDD-000000000000",1972,1,1,37,600
"33",404424742,"425 E 79TH ST","NEW YORK","10075",40.772188,-73.951947,"360610136004001",157616185,2008,"12","30",510000,"39086509-0000-0000-8CDD-000000000000",1955,1,1,53,950
"34",404424762,"500 E 83RD ST","NEW YORK","10028",40.773789,-73.948476,"360610136008001",157616190,2009,"01","07",605000,"3E086509-0000-0000-8CDD-000000000000",1965,1,1,44,1000
"35",404424782,"22 GROVE ST","NEW YORK","10014",40.732535,-74.00471,"360610073003003",157616042,2009,"01","09",902500,"AA076509-0000-0000-8CDD-000000000000",1930,1,1,79,800
"36",404424799,"67 PARK AVE","NEW YORK","10016",40.749658,-73.979257,"360610080002003",157616073,2009,"01","07",505000,"C9076509-0000-0000-8CDD-000000000000",1922,1,1,87,750
"37",404424802,"1010 5TH AVE","NEW YORK","10028",40.779004,-73.962052,"360610142006001",157616157,2008,"09","23",9550000,"1D086509-0000-0000-8CDD-000000000000",1925,4,4,83,5392
"38",404424805,"454 W 46TH ST","NEW YORK","10036",40.761779,-73.993016,"360610121006001",157616087,2008,"12","23",1700000,"D7076509-0000-0000-8CDD-000000000000",1888,3,2,120,1900
"39",404424835,"46 W 95TH ST","NEW YORK","10025",40.791425,-73.966579,"360610181004000",157616102,2009,"01","13",670000,"E6076509-0000-0000-8CDD-000000000000",1923,2,1,86,1000
"40",404424840,"1095 PARK AVE","NEW YORK","10128",40.781856,-73.955771,"360610148023000",157616170,2009,"01","13",2200000,"2A086509-0000-0000-8CDD-000000000000",1930,2,2,79,2290
"41",404424854,"65 E 76TH ST","NEW YORK","10021",40.774145,-73.962645,"360610130001000",157616140,2009,"01","08",2200000,"0C086509-0000-0000-8CDD-000000000000",1949,2,2,60,1550
"42",404424863,"9 E 97TH ST","NEW YORK","10029",40.788545,-73.954809,"360610160022001",157616194,2009,"01","08",754500,"42086509-0000-0000-8CDD-000000000000",1930,2,1,79,950
"43",404424900,"325 RIVERSIDE DR","NEW YORK","10025",40.801276,-73.970569,"360610191001004",157616204,2009,"01","15",725000,"4C086509-0000-0000-8CDD-000000000000",1920,2,1,89,1000
"44",404424901,"175 W 13TH ST","NEW YORK","10011",40.737736,-73.9995,"360610071001000",157616046,2009,"01","08",550000,"AE076509-0000-0000-8CDD-000000000000",1961,1,1,48,700
"45",404424912,"611 W 111TH ST","NEW YORK","10025",40.805074,-73.966426,"360610199002000",157616205,2008,"12","30",850000,"4D086509-0000-0000-8CDD-000000000000",1900,2,1.5,108,1050
"46",404424921,"110 CENTRAL PARK S","NEW YORK","10019",40.7658,-73.977,"360610137001",157616083,2009,"01","08",4500000,"D3076509-0000-0000-8CDD-000000000000",1927,3,3.5,82,2391
"47",404424935,"115 E 9TH ST","NEW YORK","10003",40.73043,-73.989811,"360610042002001",157616035,2009,"01","06",655000,"A3076509-0000-0000-8CDD-000000000000",1965,1,1,44,720
"48",404424945,"201 E 79TH ST","NEW YORK","10075",40.774329,-73.957024,"360610138009000",157737114,2008,"12","29",3350000,"9AE06609-0000-0000-8CDD-000000000000",1963,3,3,45,2400
"49",404424953,"81 BEDFORD ST","NEW YORK","10014",40.731644,-74.005191,"360610067004001",157616041,2009,"01","14",720000,"A9076509-0000-0000-8CDD-000000000000",1954,1,1,55,650
"50",404425002,"250 CABRINI BLVD","NEW YORK","10033",40.855508,-73.93821,"360610275001005",157616219,2009,"01","15",155000,"5B086509-0000-0000-8CDD-000000000000",1936,1,1,73,870
"51",404425023,"309 W 86TH ST","NEW YORK","10024",40.78907,-73.977931,"360610175003000",157616110,2009,"01","20",950000,"EE076509-0000-0000-8CDD-000000000000",1920,2,1.5,89,1100
"52",404425067,"145 E 15TH ST","NEW YORK","10003",40.734463,-73.98745,"360610050004000",157616061,2009,"01","20",530000,"BD076509-0000-0000-8CDD-000000000000",1959,1,1,50,750
"53",404425068,"424 E 52ND ST","NEW YORK","10022",40.754651,-73.964487,"360610086033000",157616131,2008,"12","31",410000,"03086509-0000-0000-8CDD-000000000000",1930,1,1,78,600
"54",404425112,"35 E 12TH ST","NEW YORK","10003",40.73389,-73.992339,"360610061003002",157616039,2008,"12","02",3400000,"A7076509-0000-0000-8CDD-000000000000",1900,3,2,108,2600
"55",404425162,"300 E 85TH ST","NEW YORK","10028",40.777008,-73.952164,"360610146014000",157616181,2009,"01","23",675000,"35086509-0000-0000-8CDD-000000000000",1987,1,1,22,700
"56",404425179,"1947 ADAM CLAYTON POWELL JR BLVD","NEW YORK","10026",40.80421,-73.951597,"360610218001000",157616208,2009,"01","07",475000,"50086509-0000-0000-8CDD-000000000000",1920,2,1,89,1300
"57",404429427,"145 E 15TH ST","NEW YORK","10003",40.734463,-73.98745,"360610050004000",157617193,2006,"05","04",6e+05,"290C6509-0000-0000-8CDD-000000000000",1959,1,1,47,730
"58",404429429,"430 E 56TH ST","NEW YORK","10022",40.757204,-73.962751,"360610106014000",157616939,2007,"01","29",599000,"2B0B6509-0000-0000-8CDD-000000000000",1955,1,1,52,950
"59",404429434,"59 4TH AVE","NEW YORK","10003",40.730798,-73.990284,"360610042002001",157617045,2007,"03","01",1695000,"950B6509-0000-0000-8CDD-000000000000",1900,2,2,107,1700
"60",404429449,"30 E 62ND ST","NEW YORK","10065",40.765243,-73.969881,"360610114011001",157617243,2007,"03","20",3200000,"5B0C6509-0000-0000-8CDD-000000000000",1958,3,3,49,2000
"61",404429459,"7 PARK AVE","NEW YORK","10016",40.747241,-73.981065,"360610072001000",157616979,2007,"03","23",745000,"530B6509-0000-0000-8CDD-000000000000",1953,1,2,54,1050
"62",404429467,"245 E 35TH ST","NEW YORK","10016",40.745946,-73.976207,"360610078003000",157736478,2007,"03","27",540029,"1EDE6609-0000-0000-8CDD-000000000000",1963,1,1,44,900
"63",404429486,"301 E 75TH ST","NEW YORK","10021",40.770798,-73.95667,"360610134007000",157617224,2007,"03","20",640000,"480C6509-0000-0000-8CDD-000000000000",1966,1,1,41,800
"64",404429498,"520 E 72ND ST","NEW YORK","10021",40.766273,-73.95275,"360610124007001",157617463,2007,"03","19",407000,"370D6509-0000-0000-8CDD-000000000000",1964,1,1,43,650
"65",404429519,"33 RIVERSIDE DR","NEW YORK","10023",40.78198,-73.984797,"360610163002001",157617305,2007,"03","28",695000,"990C6509-0000-0000-8CDD-000000000000",1928,1,1,79,850
"66",404429533,"150 W 55TH ST","NEW YORK","10019",40.763509,-73.979658,"360610137006001",157617009,2007,"03","27",775000,"710B6509-0000-0000-8CDD-000000000000",1923,2,1.5,84,1200
"67",404429539,"210 E 36TH ST","NEW YORK","10016",40.746655,-73.976725,"360610078004000",157617526,2007,"01","24",330000,"760D6509-0000-0000-8CDD-000000000000",1960,1,1,47,550
"68",404429547,"969 PARK AVE","NEW YORK","10028",40.777889,-73.958664,"360610140006001",157617407,2007,"03","13",1700000,"FF0C6509-0000-0000-8CDD-000000000000",1911,2,2,96,1400
"69",404429550,"60 SUTTON PL S","NEW YORK","10022",40.755378,-73.962359,"360610086031000",157639752,2007,"03","13",725000,"48646509-0000-0000-8CDD-000000000000",1951,1,1,56,800
"70",404429585,"630 W END AVE","NEW YORK","10024",40.791741,-73.975562,"360610179005001",158423709,2007,"03","27",1050000,"9D5A7109-0000-0000-8CDD-000000000000",1910,2,1,97,1000
"71",404429594,"250 CABRINI BLVD","NEW YORK","10033",40.855508,-73.93821,"360610275001005",157617512,2007,"03","23",365000,"680D6509-0000-0000-8CDD-000000000000",1936,1,1,71,730
"72",404429595,"3 HANOVER SQ","NEW YORK","10004",40.704768,-74.009487,"360610007001024",157617210,2007,"03","28",614000,"3A0C6509-0000-0000-8CDD-000000000000",1926,1,2,81,860
"73",404429597,"137 E 36TH ST","NEW YORK","10016",40.747726,-73.978509,"360610080004001",157617005,2007,"03","23",540000,"6D0B6509-0000-0000-8CDD-000000000000",1966,2,1,41,800
"74",404429604,"440 W END AVE","NEW YORK","10024",40.785757,-73.979927,"360610167003000",157617169,2007,"03","29",1200000,"110C6509-0000-0000-8CDD-000000000000",1928,2,2,79,1250
"75",404429610,"413 GRAND ST","NEW YORK","10002",40.715752,-73.986542,"360610014012002",157617445,2007,"03","29",565000,"250D6509-0000-0000-8CDD-000000000000",1960,1,1,47,800
"76",404429616,"133 MERCER ST","NEW YORK","10012",40.724439,-73.998961,"360610049001005",157617186,2007,"03","28",1985000,"220C6509-0000-0000-8CDD-000000000000",1900,3,1,107,1700
"77",404429635,"105 5TH AVE","NEW YORK","10003",40.738249,-73.991776,"360610052002003",157617351,2007,"03","22",2100000,"C70C6509-0000-0000-8CDD-000000000000",1907,2,2,100,1750
"78",404429636,"245 E 35TH ST","NEW YORK","10016",40.745946,-73.976207,"360610078003000",158423726,2007,"03","29",860000,"AE5A7109-0000-0000-8CDD-000000000000",1963,1,1.5,44,950
"79",404429637,"60 GRAMERCY PARK N","NEW YORK","10010",40.7382,-73.986,"360610050001",157617278,2007,"03","01",835000,"7E0C6509-0000-0000-8CDD-000000000000",1928,1,1,79,800
"80",404429658,"40 W 15TH ST","NEW YORK","10011",40.737123,-73.994518,"360610054003000",157617523,2007,"03","20",1500000,"730D6509-0000-0000-8CDD-000000000000",1903,2,2,104,2100
"81",404429666,"425 E 78TH ST","NEW YORK","10075",40.771397,-73.952194,"360610132001000",157617174,2007,"03","23",565000,"160C6509-0000-0000-8CDD-000000000000",1910,1,1.5,97,835
"82",404429684,"140 E 40TH ST","NEW YORK","10016",40.749893,-73.976724,"360610080001002",157616911,2007,"03","29",450000,"0F0B6509-0000-0000-8CDD-000000000000",1931,1,1,76,665
"83",404429708,"212 E 88TH ST","NEW YORK","10128",40.779701,-73.952394,"360610146021000",157616950,2006,"11","28",330000,"360B6509-0000-0000-8CDD-000000000000",1930,1,1,76,425
"84",404429714,"245 E 54TH ST","NEW YORK","10022",40.758013,-73.967815,"360610108007002",157617242,2007,"03","28",550000,"5A0C6509-0000-0000-8CDD-000000000000",1977,1,1,30,850
"85",404429738,"250 W 16TH ST","NEW YORK","10011",40.740366,-74.000233,"360610081005000",157617139,2007,"03","23",9e+05,"F30B6509-0000-0000-8CDD-000000000000",1930,2,1,77,900
"86",404429741,"120 CABRINI BLVD","NEW YORK","10033",40.852104,-73.940128,"360610275002000",157617251,2007,"03","27",360000,"630C6509-0000-0000-8CDD-000000000000",1939,1,1,68,800
"87",404429752,"20 W 72ND ST","NEW YORK","10023",40.776578,-73.977183,"360610157003000",157617239,2007,"03","30",490000,"570C6509-0000-0000-8CDD-000000000000",1925,1,1,82,600
"88",404429773,"160 E 91ST ST","NEW YORK","10128",40.782319,-73.952767,"360610148021000",157617269,2007,"03","27",399000,"750C6509-0000-0000-8CDD-000000000000",1941,1,1,66,500
"89",404429775,"314 W 56TH ST","NEW YORK","10019",40.766142,-73.983964,"360610139005000",157617325,2007,"02","06",483678,"AD0C6509-0000-0000-8CDD-000000000000",1933,1,1,74,700
"90",404429785,"137 E 36TH ST","NEW YORK","10016",40.747726,-73.978509,"360610080004001",157617420,2007,"03","13",655000,"0C0D6509-0000-0000-8CDD-000000000000",1966,1,1,41,800
"91",404429827,"96 PERRY ST","NEW YORK","10014",40.7351,-74.005361,"360610073001001",158423704,2007,"04","03",735000,"985A7109-0000-0000-8CDD-000000000000",1930,1,1,77,650
"92",404429848,"790 RIVERSIDE DR","NEW YORK","10032",40.8345,-73.9473,"360610241002",157617152,2007,"03","30",14159860,"000C6509-0000-0000-8CDD-000000000000",1910,2,2,97,1600
"93",404429848,"790 RIVERSIDE DR","NEW YORK","10032",40.8345,-73.9473,"360610241002",157617362,2007,"03","30",14159860,"D20C6509-0000-0000-8CDD-000000000000",1910,3,2,97,1700
"94",404429848,"790 RIVERSIDE DR","NEW YORK","10032",40.8345,-73.9473,"360610241002",157617428,2007,"03","30",14159860,"140D6509-0000-0000-8CDD-000000000000",1910,4,3,97,2200
"95",404429848,"790 RIVERSIDE DR","NEW YORK","10032",40.8345,-73.9473,"360610241002",157617340,2007,"03","30",14159860,"BC0C6509-0000-0000-8CDD-000000000000",1910,3,2,97,1600
"96",404429849,"2 5TH AVE","NEW YORK","10011",40.732042,-73.996709,"360610063005000",157617213,2007,"04","04",1079670,"3D0C6509-0000-0000-8CDD-000000000000",1952,1,1,55,1000
"97",404429850,"335 E 90TH ST","NEW YORK","10128",40.780184,-73.948903,"360610154005000",158423722,2007,"03","20",6e+05,"AA5A7109-0000-0000-8CDD-000000000000",1910,2,1.5,97,1000
"98",404429875,"20 E 9TH ST","NEW YORK","10003",40.732259,-73.994891,"360610059001001",157779715,2007,"03","28",885000,"03876709-0000-0000-8CDD-000000000000",1964,1,1,43,1000
"99",404429882,"345 E 86TH ST","NEW YORK","10028",40.777535,-73.950561,"360610146026000",157617408,2007,"03","13",1100000,"000D6509-0000-0000-8CDD-000000000000",1971,2,2,36,1300
"100",404429883,"440 E 62ND ST","NEW YORK","10065",40.760953,-73.959708,"360610106022002",157617462,2007,"03","22",530000,"360D6509-0000-0000-8CDD-000000000000",1960,2,1,47,925
"101",404429894,"227 E 57TH ST","NEW YORK","10022",40.760086,-73.966758,"360610108006001",157617400,2007,"03","28",567500,"F80C6509-0000-0000-8CDD-000000000000",1931,1,1,76,700
"102",404429912,"25 E 9TH ST","NEW YORK","10003",40.732394,-73.994466,"360610059001000",158423705,2007,"03","13",3200000,"995A7109-0000-0000-8CDD-000000000000",1926,2,2,81,1700
"103",404429915,"211 THOMPSON ST","NEW YORK","10012",40.728928,-73.999464,"360610065005000",157616883,2007,"04","05",552500,"F30A6509-0000-0000-8CDD-000000000000",1975,1,1,32,680
"104",404429939,"870 5TH AVE","NEW YORK","10065",40.770027,-73.968599,"360610122004001",158423730,2007,"04","05",2350000,"B25A7109-0000-0000-8CDD-000000000000",1949,2,2.5,58,1450
"105",404429941,"245 E 35TH ST","NEW YORK","10016",40.745946,-73.976207,"360610078003000",157617355,2007,"03","10",442000,"CB0C6509-0000-0000-8CDD-000000000000",1963,1,1,44,650
"106",404429956,"347 E 53RD ST","NEW YORK","10022",40.756403,-73.965929,"360610098005000",157617107,2007,"03","13",565000,"D30B6509-0000-0000-8CDD-000000000000",1961,1,1,46,900
"107",404429975,"436 E 84TH ST","NEW YORK","10028",40.775079,-73.949561,"360610136001000",157617410,2007,"03","30",595000,"020D6509-0000-0000-8CDD-000000000000",1964,2,1,43,855
"108",404429978,"139 E 33RD ST","NEW YORK","10016",40.745921,-73.980278,"360610072002000",157617142,2007,"03","30",549000,"F60B6509-0000-0000-8CDD-000000000000",1957,1,1,50,850
"109",404429988,"22 W 26TH ST","NEW YORK","10010",40.74393,-73.989704,"360610058001005",157617192,2007,"03","27",1500000,"280C6509-0000-0000-8CDD-000000000000",1910,2,2,97,2000
"110",404429993,"440 RIVERSIDE DR","NEW YORK","10027",40.809037,-73.965515,"360610205001009",157616879,2007,"04","04",925000,"EF0A6509-0000-0000-8CDD-000000000000",1910,2,1,97,1150
"111",404430004,"243 MULBERRY ST","NEW YORK","10012",40.722945,-73.996062,"360610043003005",157617514,2007,"04","05",732500,"6A0D6509-0000-0000-8CDD-000000000000",1880,2,1,127,815
"112",404430014,"210 E 73RD ST","NEW YORK","10021",40.770162,-73.959841,"360610126001001",157617173,2007,"04","06",1094618,"150C6509-0000-0000-8CDD-000000000000",1929,2,2,78,1250
"113",404430016,"210 CENTRAL PARK S","NEW YORK","10019",40.7671,-73.9799,"360610137004",157617122,2007,"03","27",2650000,"E20B6509-0000-0000-8CDD-000000000000",1968,2,2.5,39,1500
"114",404430042,"504 GRAND ST","NEW YORK","10002",40.714757,-73.982168,"360610012002005",157757326,2007,"04","05",385000,"8E2F6709-0000-0000-8CDD-000000000000",1929,1,1,78,750
"115",404430057,"151 W 28TH ST","NEW YORK","10001",40.746772,-73.991885,"360610095001001",157785365,2007,"04","04",1336726,"159D6709-0000-0000-8CDD-000000000000",1922,3,2,85,1900
"116",404430058,"207 E 74TH ST","NEW YORK","10021",40.77106,-73.959257,"360610134006001",157617020,2007,"04","04",650000,"7C0B6509-0000-0000-8CDD-000000000000",1963,1,1,44,975
"117",404430060,"301 E 62ND ST","NEW YORK","10065",40.762528,-73.962698,"360610110005001",157617244,2007,"04","04",2195000,"5C0C6509-0000-0000-8CDD-000000000000",1959,5,4,48,2500
"118",404430079,"590 W END AVE","NEW YORK","10024",40.790462,-73.976496,"360610175004001",157616963,2007,"04","09",766000,"430B6509-0000-0000-8CDD-000000000000",1916,1,1,91,870
"119",404430114,"105 MORTON ST","NEW YORK","10014",40.731313,-74.009134,"360610069001004",157617388,2007,"03","28",384101,"EC0C6509-0000-0000-8CDD-000000000000",1960,3,1.5,47,1500
"120",404430118,"111 MORTON ST","NEW YORK","10014",40.731319,-74.009198,"360610069001004",157616931,2007,"03","28",193498,"230B6509-0000-0000-8CDD-000000000000",1960,2,1,47,845
"121",404430164,"152 E 83RD ST","NEW YORK","10028",40.777215,-73.956595,"360610140001001",157616947,2007,"03","12",410000,"330B6509-0000-0000-8CDD-000000000000",1910,1,1,97,425
"122",404430169,"100 OVERLOOK TER","NEW YORK","10040",40.855442,-73.935587,"360610281002001",157617181,2007,"03","26",208000,"1D0C6509-0000-0000-8CDD-000000000000",1963,1,1,44,500
"123",404430174,"401 W END AVE","NEW YORK","10024",40.784566,-73.981214,"360610167002000",157617457,2007,"04","02",550000,"310D6509-0000-0000-8CDD-000000000000",1900,1,1,107,780
"124",404430185,"180 E END AVE","NEW YORK","10128",40.776735,-73.943676,"360610144023000",157616861,2007,"04","02",2050000,"DD0A6509-0000-0000-8CDD-000000000000",1960,3,4.5,47,2650
"125",404430188,"200 E 24TH ST","NEW YORK","10010",40.73931,-73.982589,"360610064001000",157617323,2007,"03","30",467500,"AB0C6509-0000-0000-8CDD-000000000000",1972,1,1,35,625
"126",404430203,"720 FORT WASHINGTON AVE","NEW YORK","10040",40.857579,-73.935055,"360610281002001",157617363,2007,"03","28",372500,"D30C6509-0000-0000-8CDD-000000000000",1939,1,1,68,900
"127",404430222,"634 WASHINGTON ST","NEW YORK","10014",40.732206,-74.008902,"360610069001002",157617431,2007,"03","28",159720,"170D6509-0000-0000-8CDD-000000000000",1975,2,1,32,875
"128",404430228,"668 WASHINGTON ST","NEW YORK","10014",40.733733,-74.008705,"360610075001003",157617519,2007,"03","28",306894,"6F0D6509-0000-0000-8CDD-000000000000",1975,4,3,32,1800
"129",404430235,"690 WASHINGTON ST","NEW YORK","10014",40.734286,-74.008657,"360610075001008",157616956,2007,"03","27",319440,"3C0B6509-0000-0000-8CDD-000000000000",1973,3,1.5,34,1600
"130",404430245,"126 RIVERSIDE DR","NEW YORK","10024",40.788853,-73.980778,"360610171004000",157617260,2007,"03","05",610000,"6C0C6509-0000-0000-8CDD-000000000000",1920,1,1,87,650
"131",404430248,"450 W 147TH ST","NEW YORK","10031",40.825895,-73.945522,"360610231002003",157617112,2007,"03","22",425000,"D80B6509-0000-0000-8CDD-000000000000",1909,2,1,98,1000
"132",404430251,"315 E 70TH ST","NEW YORK","10021",40.767415,-73.958758,"360610126007000",157616943,2007,"03","28",570000,"2F0B6509-0000-0000-8CDD-000000000000",1960,1,1,47,750
"133",404430252,"14 HORATIO ST","NEW YORK","10014",40.738621,-74.003093,"360610077002001",157616853,2007,"03","26",590000,"D50A6509-0000-0000-8CDD-000000000000",1960,1,1,47,650
"134",404430261,"305 E 88TH ST","NEW YORK","10128",40.779188,-73.950438,"360610146023000",157616898,2007,"04","04",1150000,"020B6509-0000-0000-8CDD-000000000000",1929,3,2,78,1360
"135",404430280,"118 E 60TH ST","NEW YORK","10022",40.763258,-73.969027,"360610114022003",157617404,2007,"04","10",362500,"FC0C6509-0000-0000-8CDD-000000000000",1963,1,1,44,640
"136",404430304,"200 E 57TH ST","NEW YORK","10022",40.760068,-73.967458,"360610108007000",157617458,2007,"03","29",1330000,"320D6509-0000-0000-8CDD-000000000000",1960,2,2,47,1500
"137",404430307,"304 W 89TH ST","NEW YORK","10024",40.790794,-73.976772,"360610175001003",157617478,2007,"04","12",610000,"460D6509-0000-0000-8CDD-000000000000",1923,1,1,84,750
"138",404430350,"430 W 34TH ST","NEW YORK","10001",40.75373,-73.997494,"360610103001001",157616854,2007,"03","22",320000,"D60A6509-0000-0000-8CDD-000000000000",1963,1,1,44,500
"139",404430355,"308 E 79TH ST","NEW YORK","10075",40.77308,-73.954816,"360610134003000",157616857,2007,"03","29",575000,"D90A6509-0000-0000-8CDD-000000000000",1928,1,1,79,875
"140",404430361,"4 W 21ST ST","NEW YORK","10010",40.740246,-73.990852,"360610054001000",157617299,2007,"04","02",1591000,"930C6509-0000-0000-8CDD-000000000000",2006,2,2,1,1225
"141",404430365,"200 PINEHURST AVE","NEW YORK","10033",40.854255,-73.938333,"360610273003000",157617313,2007,"03","20",380000,"A10C6509-0000-0000-8CDD-000000000000",1920,1,1,87,900
"142",404430375,"400 E 56TH ST","NEW YORK","10022",40.757451,-73.963337,"360610106014000",157616967,2007,"04","05",720000,"470B6509-0000-0000-8CDD-000000000000",1968,1,1.5,39,933
"143",404430451,"150 CENTRAL PARK S","NEW YORK","10019",40.7662,-73.9779,"360610137001",157617010,2007,"04","12",2586000,"720B6509-0000-0000-8CDD-000000000000",1940,3,3.5,67,2045
"144",404430465,"321 E 45TH ST","NEW YORK","10017",40.751625,-73.970127,"360610090002000",157617015,2007,"04","02",465000,"770B6509-0000-0000-8CDD-000000000000",1960,1,1,47,850
"145",404430477,"173-175 RIVERSIDE DR","NEW YORK","10024",40.791699,-73.978423,"360610175001000",157617014,2007,"04","11",1065000,"760B6509-0000-0000-8CDD-000000000000",1926,2,1,81,1100
